               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  96,            0.015423,           0.0048506,                   0,             0.94624,             0.93671,             0.96247,             0.81212,            0.016363,           0.0037774,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.018296,           0.0054171,                   0,             0.93383,             0.93671,             0.96658,             0.81582,            0.016567,            0.003751,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.017765,           0.0052173,                   0,             0.93489,             0.94937,             0.96073,             0.82889,            0.015203,           0.0037256,                   0,            0.006799,            0.006799,            0.006799
                  99,            0.014686,           0.0051324,                   0,              0.9155,             0.96203,             0.94923,             0.80958,            0.016074,           0.0036993,                   0,            0.006766,            0.006766,            0.006766
                 100,            0.017397,           0.0050331,                   0,             0.92335,             0.93671,             0.95219,             0.79502,            0.016158,            0.003829,                   0,            0.006733,            0.006733,            0.006733
                 101,            0.015413,           0.0046222,                   0,             0.92434,             0.93671,             0.96482,             0.83181,            0.015407,           0.0037712,                   0,              0.0067,              0.0067,              0.0067
                 102,             0.01477,           0.0050936,                   0,             0.92666,             0.95972,             0.96637,              0.8304,            0.015737,           0.0037165,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.015991,            0.005013,                   0,             0.90291,             0.94937,             0.95286,             0.80947,            0.015743,            0.003707,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.015842,           0.0049679,                   0,             0.93427,             0.92405,             0.94853,             0.78686,            0.016576,           0.0039017,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.015937,           0.0053903,                   0,             0.92255,             0.92405,             0.95686,             0.83111,            0.015102,           0.0039341,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.015308,           0.0051881,                   0,             0.93258,             0.92405,             0.95623,             0.83766,            0.015233,            0.003841,                   0,            0.006535,            0.006535,            0.006535
                 107,            0.015139,            0.004875,                   0,             0.94853,             0.93312,             0.95216,             0.83481,            0.016155,           0.0040494,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.015246,           0.0046125,                   0,             0.91337,             0.94937,             0.95708,             0.83701,            0.014651,           0.0039177,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.015526,           0.0052188,                   0,             0.93478,             0.93671,             0.95867,             0.82962,            0.014999,           0.0039034,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.017457,           0.0052473,                   0,             0.92492,             0.93558,             0.95693,             0.84183,            0.015527,           0.0038653,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.015293,           0.0048268,                   0,              0.9121,             0.94937,             0.95491,             0.84292,            0.014705,           0.0038169,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.013959,            0.004782,                   0,             0.92571,             0.94646,             0.95908,             0.83072,            0.014305,           0.0036942,                   0,            0.006337,            0.006337,            0.006337
                 113,             0.01469,           0.0048789,                   0,             0.95644,             0.92405,             0.95791,             0.83626,            0.015012,            0.003901,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.015659,           0.0053696,                   0,             0.94728,             0.92405,              0.9579,             0.83348,            0.015197,           0.0039479,                   0,            0.006271,            0.006271,            0.006271
                 115,            0.014468,           0.0045977,                   0,             0.93654,             0.93408,             0.95402,             0.82876,            0.015288,           0.0039227,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.015004,           0.0050264,                   0,             0.94813,             0.93671,             0.95553,             0.82581,            0.014969,           0.0038474,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.014436,           0.0047248,                   0,             0.94792,             0.93671,             0.96353,              0.8287,            0.014701,           0.0037375,                   0,            0.006172,            0.006172,            0.006172
                 118,             0.01521,           0.0049932,                   0,             0.94929,             0.92405,             0.95798,             0.84034,            0.014507,           0.0038232,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.013878,           0.0044025,                   0,             0.95537,             0.91139,             0.95612,              0.8388,            0.014606,           0.0038597,                   0,            0.006106,            0.006106,            0.006106
                 120,             0.01474,           0.0050027,                   0,              0.9375,             0.94935,             0.95888,             0.83869,            0.014322,           0.0036858,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.015509,           0.0050471,                   0,             0.92524,             0.96203,             0.96037,             0.83014,            0.014406,           0.0036684,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.014389,           0.0053412,                   0,             0.93944,             0.94937,             0.96747,             0.84259,             0.01404,           0.0034781,                   0,            0.006007,            0.006007,            0.006007
                 123,             0.01614,           0.0053329,                   0,             0.93385,             0.96203,             0.96785,             0.83799,            0.014867,           0.0035994,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.013772,           0.0056095,                   0,             0.92413,             0.96203,             0.96512,             0.84433,            0.013856,           0.0034938,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.013659,            0.004672,                   0,             0.92592,             0.94928,             0.93585,             0.81426,             0.01382,           0.0036185,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.014215,           0.0051119,                   0,             0.91355,             0.93632,             0.92772,             0.80457,            0.014208,           0.0039041,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.013157,           0.0049467,                   0,             0.92347,             0.93671,             0.94419,             0.82477,            0.014945,           0.0038196,                   0,            0.005842,            0.005842,            0.005842
                 128,             0.01242,            0.004781,                   0,             0.96256,             0.92405,             0.95491,             0.83468,            0.014567,           0.0037812,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.014761,           0.0044794,                   0,             0.93739,             0.94759,             0.94766,             0.83728,            0.014285,           0.0038141,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.013254,           0.0049825,                   0,             0.92279,             0.94937,             0.94978,             0.84476,            0.013878,           0.0037335,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.013121,           0.0043781,                   0,             0.95888,             0.88547,              0.9555,             0.83119,            0.014125,           0.0038342,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.012534,           0.0046357,                   0,             0.95994,             0.91002,             0.95377,             0.83961,            0.014515,           0.0039546,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.012678,           0.0046692,                   0,             0.94697,             0.92405,             0.95649,             0.84728,            0.014112,           0.0038535,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.012585,           0.0046158,                   0,             0.96978,             0.93671,             0.96099,             0.84023,            0.014586,           0.0037368,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.012973,           0.0047855,                   0,             0.96055,             0.92405,             0.96515,             0.84673,            0.014575,            0.003591,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.012904,            0.004664,                   0,             0.97187,             0.93671,             0.96758,             0.86422,            0.013767,           0.0034706,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.013361,           0.0050801,                   0,             0.96053,             0.92409,              0.9677,             0.85275,             0.01336,           0.0033304,                   0,            0.005512,            0.005512,            0.005512
                 138,             0.01418,           0.0048367,                   0,             0.93848,             0.92405,             0.96704,             0.84608,              0.0138,           0.0035381,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.012598,           0.0043443,                   0,             0.93609,             0.93671,             0.96251,             0.83638,            0.014503,           0.0035711,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.014812,           0.0051457,                   0,              0.9564,             0.93671,             0.96068,             0.83955,             0.01426,           0.0038187,                   0,            0.005413,            0.005413,            0.005413
                 141,             0.01343,           0.0041708,                   0,              0.9602,             0.93671,             0.95906,             0.84854,            0.014966,           0.0039424,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.014103,           0.0047809,                   0,             0.97288,             0.90809,             0.95387,             0.84337,            0.014352,           0.0040217,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.012837,           0.0046489,                   0,             0.96092,             0.93366,             0.95713,             0.83461,            0.015153,           0.0039919,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.013583,           0.0043301,                   0,             0.96049,             0.92322,             0.95364,             0.84071,            0.014834,           0.0037417,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.013087,           0.0053831,                   0,             0.92663,             0.95925,              0.9632,              0.8452,             0.01494,           0.0036704,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.012865,           0.0044927,                   0,             0.93645,             0.93263,             0.96503,             0.83814,            0.015829,           0.0036147,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.013052,           0.0046108,                   0,             0.91979,             0.94937,             0.96011,             0.86953,            0.014299,           0.0034662,                   0,            0.005182,            0.005182,            0.005182
