               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.013053,           0.0046516,                   0,             0.91379,             0.96203,             0.94642,             0.83627,            0.014819,           0.0038778,                   0,            0.007129,            0.007129,            0.007129
                 147,            0.015069,           0.0048716,                   0,             0.93353,             0.96203,             0.95285,             0.83086,            0.014739,           0.0037999,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,            0.013318,           0.0042736,                   0,             0.91355,             0.96203,             0.94756,             0.82426,            0.014114,           0.0036206,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,            0.014342,           0.0050834,                   0,             0.90328,             0.96203,             0.94433,             0.83528,            0.013762,           0.0035278,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,            0.012785,           0.0046611,                   0,             0.90454,             0.97468,             0.95738,             0.83558,            0.014303,           0.0035074,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,            0.014745,           0.0047413,                   0,             0.92724,             0.96796,             0.96424,             0.85591,            0.014091,           0.0034128,                   0,             0.00703,             0.00703,             0.00703
                 152,            0.014109,           0.0048319,                   0,             0.93804,             0.95816,             0.96743,             0.85917,            0.014144,           0.0035313,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,            0.014674,           0.0051305,                   0,             0.92759,             0.97302,             0.96665,             0.86057,            0.014375,           0.0034948,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,             0.01356,           0.0050792,                   0,             0.91663,             0.97422,             0.96708,              0.8644,            0.014016,           0.0034861,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,            0.014073,           0.0046653,                   0,             0.91742,             0.98446,             0.96746,             0.86146,            0.013888,            0.003337,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,            0.015926,           0.0049609,                   0,             0.93969,             0.98607,             0.97125,             0.85746,            0.014047,           0.0034265,                   0,            0.006931,            0.006931,            0.006931
                 157,            0.014182,           0.0043015,                   0,             0.93902,             0.97466,             0.97072,             0.85366,            0.013799,            0.003413,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.014716,           0.0047371,                   0,             0.92479,             0.97468,             0.96847,             0.86012,            0.013074,           0.0034903,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,            0.014081,           0.0055312,                   0,             0.95037,             0.96958,             0.96208,              0.8658,            0.013628,           0.0035668,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,             0.01333,            0.004227,                   0,             0.95036,              0.9695,             0.96091,             0.85575,            0.013499,           0.0035347,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.014399,           0.0056902,                   0,             0.93679,             0.97468,             0.96466,             0.86346,            0.013393,           0.0034028,                   0,            0.006832,            0.006832,            0.006832
                 162,            0.013093,           0.0047209,                   0,             0.93818,             0.96203,              0.9679,             0.84683,            0.013858,           0.0034526,                   0,           0.0068122,           0.0068122,           0.0068122
